(159.1, 103.2)
(167.1, 120.7)
(116.5, 64.4)
(212.1, 226.7)
(72.4, 15.7)
(134.4, 80.2)
(136.1, 88.3)
(182.8, 214.1)
(303.3, 267.6)
(78.5, 6.3)
(192.3, 180.3)
(206.4, 171.3)
(84.1, 14.4)
(203.2, 164.1)
(127.5, 77.2)
(245.4, 284.7)
(77.4, 19.0)
(114.5, 68.9)
(249.5, 344.0)
(139.2, 106.1)
(166.4, 117.4)
(152.4, 153.5)
(128.6, 83.0)
(106.5, 37.0)
(84.9, 13.8)
(296.0, 396.9)
(204.8, 166.6)
(181.6, 169.1)
(369.4, 614.4)
(168.3, 161.2)
(77.6, 7.5)
(183.1, 157.2)
(120.6, 62.3)
(236.6, 281.6)
(118.4, 61.8)
(366.9, 619.1)
(367.5, 623.0)
(116.1, 56.6)
(84.8, 14.7)
(133.0, 89.1)
(114.7, 65.7)
(463.4, 815.2)
(94.4, 15.5)
(168.3, 122.4)
(70.5, 8.3)
(181.0, 187.2)
(75.8, 5.3)
(156.5, 96.9)
(152.9, 100.6)
(101.4, 45.5)
(299.6, 435.6)
(155.4, 111.0)
(213.6, 237.3)
