(76.5, 28.4)
(348.3, 1004.5)
(77.7, 105.3)
(74.4, 75.8)
(75.0, 76.2)
(75.1, 33.6)
(79.2, 35.3)
(74.6, 70.7)
(78.9, 139.3)
(77.7, 40.1)
(67.7, 10.9)
(75.0, 443.5)
(74.8, 45.7)
(76.0, 451.9)
(77.2, 54.1)
(76.8, 16.0)
(75.4, 8.6)
(76.9, 105.2)
(76.7, 16.4)
(75.9, 881.5)
(75.1, 37.6)
(74.6, 86.9)
(77.5, 52.6)
(74.6, 13.2)
(77.2, 7.6)
(75.4, 37.4)
(65.8, 4.6)
(75.0, 158.2)
(76.1, 13.5)
(75.5, 14.0)
(77.6, 78.8)
(74.8, 71.0)
(74.4, 32.5)
(74.7, 164.9)
(74.9, 76.0)
(70.8, 4.4)
(75.8, 879.8)
(79.0, 76.6)
(74.9, 174.5)
(74.8, 27.6)
(77.4, 35.8)
(74.6, 14.6)
(67.6, 12.8)
(74.9, 73.8)
(75.6, 32.8)
(74.8, 32.5)
(74.7, 72.9)
