(101.4, 4499.1)
(137.5, 139.8)
(89.0, 1836.5)
(132.3, 137.1)
(121.7, 123.3)
(125.4, 126.2)
(88.4, 8272.6)
(102.1, 1841.0)
(98.2, 4762.8)
(120.1, 121.4)
(120.2, 120.9)
(118.6, 118.9)
(99.6, 128.7)
(99.2, 4565.7)
(100.0, 4516.0)
(100.3, 4583.5)
(121.5, 121.0)
(99.9, 52.5)
(98.5, 8278.5)
(98.6, 4776.8)
(99.7, 8297.4)
(100.2, 8275.0)
(99.1, 1841.6)
(120.1, 120.7)
(101.5, 8955.7)
(120.8, 121.8)
(119.5, 121.6)
(121.7, 124.9)
(99.2, 4918.3)
(99.1, 8296.3)
(121.6, 119.8)
(101.0, 4766.6)
(98.9, 8296.7)
(118.0, 119.4)
(101.5, 1823.9)
(90.3, 8285.0)
