(1587.2, 11423.6)
(405.0, 1273.9)
(1265.0, 5663.4)
(997.7, 3158.1)
(732.3, 2936.4)
(708.9, 3191.6)
(934.9, 6259.6)
(785.2, 3045.2)
(965.4, 5644.9)
(921.2, 6223.4)
(1860.1, 15660.0)
(389.7, 1045.4)
(207.6, 62.0)
(413.5, 1330.8)
(787.9, 1390.5)
(920.8, 6239.7)
(960.0, 5279.3)
(264.2, 149.7)
(756.2, 3018.9)
(208.1, 64.5)
(1315.4, 9604.5)
(426.6, 1820.3)
(181.7, 10.1)
(967.9, 4550.8)
(851.2, 5562.7)
(834.7, 13487.5)
(838.7, 5569.8)
(1004.5, 5463.1)
(294.0, 19.1)
(927.2, 6237.3)
(698.7, 3541.1)
(858.1, 4846.4)
(643.6, 1626.8)
(832.2, 2647.4)
(1569.3, 11427.1)
(708.6, 3189.5)
(1939.8, 25740.3)
(941.5, 8476.6)
(410.4, 1814.5)
(383.9, 968.6)
(731.4, 3641.0)
(412.1, 1077.3)
(714.5, 3212.3)
(169.3, 9.8)
(901.3, 5919.1)
(735.1, 3755.4)
(974.2, 5662.5)
(1228.8, 12465.7)
(797.9, 3211.4)
(1318.6, 12013.8)
(1323.9, 12033.0)
(851.7, 5578.9)
(1724.9, 9818.4)
(204.0, 18.3)
(803.4, 3224.7)
(1261.3, 5667.4)
(1109.4, 3315.8)
(1262.9, 8362.3)
(941.8, 5643.6)
(648.3, 1630.3)
(895.0, 6062.5)
(924.5, 6238.4)
(381.9, 969.3)
(294.3, 10.3)
(772.6, 4370.5)
(1132.5, 19207.6)
(1273.5, 11639.6)
(1003.3, 5578.2)
(559.2, 3155.6)
(225.5, 58.4)
(424.8, 1021.0)
(1275.8, 11671.8)
(699.8, 2983.3)
(1228.6, 25623.0)
