(113.5, 41.7)
(108.2, 226.8)
(82.9, 31.5)
(104.7, 143.3)
(181.0, 5.3)
(72.7, 5.2)
(106.9, 121.8)
(194.3, 405.1)
(917.2, 7753.7)
(728.2, 2077.7)
(207.0, 377.9)
(94.3, 138.3)
(316.7, 90.5)
(415.0, 24.9)
(309.5, 385.1)
(2114.0, 6778.3)
(471.6, 320.6)
(124.9, 160.4)
(114.5, 187.8)
(104.1, 123.8)
(164.2, 311.0)
(174.7, 25.8)
(104.6, 79.1)
(84.8, 85.0)
(313.1, 5.1)
(225.3, 49.8)
(172.6, 315.9)
(157.8, 45.6)
(365.2, 281.5)
(174.1, 181.4)
(153.4, 73.2)
(500.3, 2076.4)
(181.7, 97.1)
(95.6, 5.2)
(175.8, 25.8)
(175.1, 213.3)
(91.7, 27.6)
(261.2, 414.7)
(233.4, 1414.8)
(172.8, 155.3)
(406.7, 2179.6)
(158.4, 26.1)
(658.5, 6138.1)
